Site,Genus,species,ID,individual_ID,date_collected,cutting_ID,bud_ID,bud_location,bud_location_notes,bud_BBCH,node_number_1,node_number_2,node_number_3,bud_width,bud_length,date_measure,photo_file,date_dry,stem_diameter,bud_mass,date_mass,date_fixed,scale_number,scale_note,bud_type,leaf_number,leaf_primordia_number,whorl_number,vernation_note,aestivation_note,notes_misc
Harvard Forest,Acer,pensylvanicum,1,ACEPEN01_HF,22-Jan-15,X,13,Lateral,Just below bud 12,0,5,,,1.02,0.89,2015-01-30,,,4.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,1,ACEPEN01_HF,22-Jan-15,X,14,Lateral,"Just below bud 12, opp. bud 13",0,5,,,0.59,0.66,2015-01-30,,,4.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,1,ACEPEN01_HF,22-Jan-15,X,15,Terminal_twig,,0,5,,,1.48,3.16,2015-01-30,,,4.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,1,Terminal,,0,1,1,1,3.39,8.87,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,2,Lateral,"accessory to 1, opposite 3",0,1,1,1,2.29,2.96,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,3,Lateral,"accessory to 1, opposite 2",0,1,1,1,2.21,3.31,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,4,Terminal_twig,terminal on twig,0,1,1,1,2.89,6.99,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,5,Lateral,"accessory to 4, opposite 6",0,1,1,1,1.36,1.33,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,W,6,Lateral,"accessory to 4, opposite 6",0,1,1,1,1.08,1.05,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,X,1,Terminal,,0,1,1,1,3.87,8.86,2015-02-02,,,3.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,X,2,Lateral,"accessory to 1, opposite 3",0,1,1,1,2.24,2.91,2015-02-02,,,3.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,2,ACEPEN02_HF,22-Jan-15,X,3,Lateral,"accessory to 1, opposite 2",0,1,1,1,1.98,3.05,2015-02-02,,,3.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,1,Terminal,,0,1,1,2,4.07,9.21,2015-01-30,,2015-01-30,,0.021,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,2,Lateral,Just below terminal. Opposite bud 3.,0,1,1,2,2.66,4.32,2015-01-30,,2015-01-30,,0.005,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,3,Lateral,Just below terminal. Opposite bud 2.,0,1,1,2,2.57,4.37,2015-01-30,,2015-01-30,,0.005,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,4,Terminal_twig,mini twig. ,0,1,1,2,1.77,3.24,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,5,Terminal_twig,,0,1,1,2,3.26,6.78,2015-01-30,,2015-01-30,,0.01,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,6,Lateral,Just below bud 5. Opp bud 7. ,0,1,1,2,0.85,1.09,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,7,Lateral,Just below bud 5. Opp bud 6. tiny.,0,1,1,2,1,0.45,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,8,Terminal_twig,,0,1,1,2,3.86,8.35,2015-01-30,,2015-01-30,,0.017,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,9,Lateral,Just below bud 8. Opp bud 10. ,0,1,1,2,2.22,3.26,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,W,10,Lateral,Just below bud 8. Opp bud 9.,0,1,1,2,1.22,1.53,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,1,Terminal,,0,2,,,4.24,10.52,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,2,Lateral,Just below terminal. Opposite bud 3.,0,2,,,2.41,4.49,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,3,Lateral,Just below terminal. Opposite bud 2.,0,2,,,2.76,4.8,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,4,Lateral,,0,2,,,3.17,5.76,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,5,Lateral,,0,2,,,2.95,6.23,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,6,Terminal_twig,,0,2,,,3.12,5.69,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,7,Terminal_twig,,0,2,,,3.05,6.46,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,8,Lateral,"Just below bud 7, opp 9.",0,2,,,1,0.52,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,9,Lateral,"Just below bud 7, opp 8",0,2,,,0.99,0.83,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,10,Terminal_twig,,0,2,,,3.06,6.24,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,3,ACEPEN03_HF,22-Jan-15,X,11,Lateral,Just below bud 10,0,2,,,1.13,0.83,2015-01-30,,,3.7,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,W,1,Terminal_twig,,0,1,1,1,2.95,7.63,2015-01-30,,2015-01-30,,0.011,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,W,2,Terminal_twig,,0,1,1,1,3.34,7.08,2015-01-30,,2015-01-30,,0.01,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,W,3,Terminal_twig,,0,1,1,1,3.37,7.26,2015-01-30,,2015-01-30,,0.012,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,W,4,Terminal_twig,,0,1,1,1,3.07,6.95,2015-01-30,,2015-01-30,,0.011,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,1,Terminal_twig,,0,1,1,1,4.03,10.37,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,2,Lateral,Just below bud 1,0,1,1,1,1.41,2.37,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,3,Lateral,Opposite bud 2,0,1,1,1,1.03,0.79,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,4,Terminal_twig,,0,1,1,1,3.79,9.88,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,5,Lateral,Just below bud 4,0,1,1,1,1.54,2.79,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,6,Lateral,Opposite bud 5,0,1,1,1,0.96,1.35,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,7,Terminal_twig,,0,1,1,1,2.62,5.48,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,8,Terminal_twig,,0,1,1,1,1.42,2.88,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,9,Terminal_twig,,0,1,1,1,3.41,8.07,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,4,ACEPEN04_HF,22-Jan-15,X,10,Terminal_twig,,0,1,1,1,3.1,6.91,2015-01-30,,,3.97,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,1,Terminal,,0,1,2,2,3.44,9.3,2015-01-30,,2015-01-30,,0.015,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,2,Lateral,Just below bud 1,0,1,2,2,1.78,3.64,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,3,Lateral,Opposite bud 2,0,1,2,2,1.62,2.51,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,4,Terminal_twig,,0,1,2,2,2.48,6.01,2015-01-30,,2015-01-30,,0.004,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,5,Lateral,Just below bud 4,0,1,2,2,0.59,0.78,2015-01-30,,2015-01-30,,?,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,6,Lateral,Opposite bud 5,0,1,2,2,0.67,0.81,2015-01-30,,2015-01-30,,?,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,7,Terminal_twig,,0,1,2,2,2.76,6.23,2015-01-30,,2015-01-30,,0.007,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,8,Lateral,Just below bud 7,0,1,2,2,0.55,0.38,2015-01-30,,2015-01-30,,?,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,9,Lateral,Oppostie bud 8,0,1,2,2,0.57,0.82,2015-01-30,,2015-01-30,,?,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,10,Terminal_twig,,0,1,2,2,2.07,4.35,2015-01-30,,2015-01-30,,0.002,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,11,Terminal_twig,,0,1,2,2,2.43,6.54,2015-01-30,,2015-01-30,,0.003,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,12,Lateral,Just below bud 11,0,1,2,2,1.12,2.29,2015-01-30,,2015-01-30,,?,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,13,Terminal_twig,,0,1,2,2,2.86,7.53,2015-01-30,,2015-01-30,,0.009,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,W,14,Lateral,Just below bud 13,0,1,2,2,1.47,2.55,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,1,Terminal,,0,1,2,2,2.91,10.09,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,2,Lateral,Just below bud 1,0,1,2,2,1.95,3.93,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,3,Lateral,Opposite bud 2,0,1,2,2,2.04,3.91,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,4,Terminal_twig,,0,1,2,2,2.17,4.95,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,5,Terminal_twig,,0,1,2,2,2.29,5.71,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,6,Lateral,Just below bud 5,0,1,2,2,0.82,0.72,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,7,Terminal_twig,,0,1,2,2,2.48,6.1,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,8,Lateral,Just below bud 7,0,1,2,2,0.71,0.68,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,9,Lateral,Opposite bud 8,0,1,2,2,0.53,0.55,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,10,Terminal_twig,,0,1,2,2,2.65,7.27,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,11,Lateral,Just below bud 10,0,1,2,2,1.33,2.42,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,12,Lateral,Opposite bud 11,0,1,2,2,0.76,1.11,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,13,Terminal_twig,,0,1,2,2,2.32,6.52,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,14,Lateral,Just below bud 13,0,1,2,2,0.86,0.58,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,11,ACEPEN11_HF,21-Jan-15,X,15,Lateral,Opposite bud 14,0,1,2,2,1.22,1.79,2015-01-30,,,4.79,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,1,Terminal_twig,,0,1,1,1,3.79,9.81,2015-01-30,,2015-01-30,,0.024,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,2,Lateral,"Accessory to 1, opposite 3",0,1,1,1,2.89,4.26,2015-01-30,,2015-01-30,,0.005,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,3,Lateral,"Accessory to 1, opposite 2",0,1,1,1,2.11,2.36,2015-01-30,,2015-01-30,,0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,4,Terminal_twig,,0,1,1,1,3.46,8.48,2015-01-30,,2015-01-30,,0.025,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,5,Lateral,"Accessory to 4, opposite 6",0,1,1,1,2.65,3.37,2015-01-30,,2015-01-30,,0.004,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,6,Lateral,"Accessory to 4, opposite 5",0,1,1,1,1.75,2.16,2015-01-30,,2015-01-30,,0.005,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,7,Terminal_twig,,0,1,1,1,3.85,9.74,2015-01-30,,2015-01-30,,Missing/broken off,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,8,Lateral,"Accessory to 7, opposite 9",0,1,1,1,2.86,4.41,2015-01-30,,2015-01-30,,0.005,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,9,Lateral,"Accessory to 7, opposite 8",0,1,1,1,2.87,3.9,2015-01-30,,2015-01-30,,0.002,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,10,Terminal_twig,,0,1,1,1,3.36,6.7,2015-01-30,,2015-01-30,,0.012,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,11,Lateral,"Accessory to 10, opposite 12",0,1,1,1,1.93,2.28,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,W,12,Lateral,"Accessory to 10, opposite 11",0,1,1,1,1.52,1.66,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,1,Terminal,same node as 2,0,1,1,1,3.99,9.54,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,2,Terminal,same node as 1,0,1,1,1,3.67,6.45,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,3,Terminal,same node as 4; blackened and cracked,Rotten,1,1,1,3.04,4.74,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,4,Terminal,same node as 3; blackened at the end,Rotten,1,1,1,2.09,3.03,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,5,Terminal_twig,same node as 8,0,1,1,1,3.77,7.48,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,6,Lateral,"Accessory to 5, opposite 7",0,1,1,1,1.49,2.25,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,7,Lateral,"Accessory to 5, opposite 6",0,1,1,1,1.33,1.59,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,8,Terminal_twig,same node as 5,0,1,1,1,3.81,7.79,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,9,Lateral,"Accessory to 8, opposite 10",0,1,1,1,1.72,2.46,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,10,Lateral,"Accessory to 8, opposite 9",0,1,1,1,1.19,1.36,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,11,Terminal,same node as 12,0,1,1,1,3.25,6.76,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,pensylvanicum,12,ACEPEN12_HF,21-Jan-15,X,12,Terminal,same node as 11,0,1,1,1,2.78,5.73,2015-01-30,,,4.57,,,2015-02-24,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,1,Terminal,,0,3,3,2,3.7,5.72,2015-01-30,,2015-01-30,,0.013,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,2,Lateral,Just below terminal. Opposite bud 3.,0,3,3,2,1.72,1.63,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,3,Lateral,Just below terminal. Opposite bud 2.,0,3,3,2,1.71,1.2,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,4,Lateral,,0,3,3,2,1.88,2.75,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,5,Lateral,,0,3,3,2,2.01,2.95,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,6,Lateral,,0,3,3,2,1.21,1.43,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Acer,rubrum,10,ACERUB10_HF,22-Jan-15,W,7,Lateral,,0,3,3,2,1.05,1.26,2015-01-30,,2015-01-30,,<0.001,2015-04-03,,,,,,,,,,
